Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	Fasta.headers	Peptides	Razor...unique.peptides	Unique.peptides	LFQ.intensity.Ubi4_1	LFQ.intensity.Ubi4_2	LFQ.intensity.Ubi4_3	LFQ.intensity.Ubi6_1	LFQ.intensity.Ubi6_2	LFQ.intensity.Ubi6_3	LFQ.intensity.Ctrl_1	LFQ.intensity.Ctrl_2	LFQ.intensity.Ctrl_3	LFQ.intensity.Ubi1_1	LFQ.intensity.Ubi1_2	LFQ.intensity.Ubi1_3	Only.identified.by.site	Reverse	Potential.contaminant
P49750;P49750-4;P49750-3;F8VU51;H0YIQ2;H0YI23	P49750;P49750-4;P49750-3;F8VU51;H0YIQ2	YLP motif-containing protein 1	YLPM1	>sp|P49750|YLPM1_HUMAN YLP motif-containing protein 1 OS=Homo sapiens GN=YLPM1 PE=1 SV=3;>sp|P49750-4|YLPM1_HUMAN Isoform 4 of YLP motif-containing protein 1 OS=Homo sapiens GN=YLPM1;>sp|P49750-3|YLPM1_HUMAN Isoform 3 of YLP motif-containing protein 1 OS=H	18	18	18	69268000	84258000	59543000	83403000	73858000	80089000	84191000	96732000	82202000	97679000	91074000	95952000			
P49755;G3V2K7	P49755;G3V2K7	Transmembrane emp24 domain-containing protein 10	TMED10	>sp|P49755|TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens GN=TMED10 PE=1 SV=2;>tr|G3V2K7|G3V2K7_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens GN=TMED10 PE=1 SV=1	6	6	6	4.20E+07	0	63324000	121120000	31074000	61514000	51874000	69437000	76376000	56007000	77309000	77898000			
P49756;P49756-2;P49756-3;E9PQU5;E9PSE8;P49756-4;H0YE46	P49756	RNA-binding protein 25	RBM25	>sp|P49756|RBM25_HUMAN RNA-binding protein 25 OS=Homo sapiens GN=RBM25 PE=1 SV=3	33	33	33	571600000	589870000	493300000	582960000	586810000	502440000	771110000	784330000	686470000	646770000	557630000	536410000			
P49757-8;P49757-7;P49757-6;P49757-5;P49757-4;P49757-2;P49757-3;P49757;G3V3R1;G3V3M5;G3V3Z8;G3V4S6;G3V433;P49757-9	P49757-8;P49757-7;P49757-6;P49757-5;P49757-4;P49757-2;P49757-3;P49757;G3V3R1;G3V3M5;G3V3Z8	Protein numb homolog	NUMB	>sp|P49757-8|NUMB_HUMAN Isoform 8 of Protein numb homolog OS=Homo sapiens GN=NUMB;>sp|P49757-7|NUMB_HUMAN Isoform 7 of Protein numb homolog OS=Homo sapiens GN=NUMB;>sp|P49757-6|NUMB_HUMAN Isoform 6 of Protein numb homolog OS=Homo sapiens GN=NUMB;>sp|P49757	4	4	3	0	0	0	0	0	0	18728000	17230000	14807000	0	0	0			
P49759;P49759-3;F8WBF5;P49759-2;B8ZZR0	P49759;P49759-3;F8WBF5	Dual specificity protein kinase CLK1	CLK1	>sp|P49759|CLK1_HUMAN Dual specificity protein kinase CLK1 OS=Homo sapiens GN=CLK1 PE=1 SV=2;>sp|P49759-3|CLK1_HUMAN Isoform 3 of Dual specificity protein kinase CLK1 OS=Homo sapiens GN=CLK1;>tr|F8WBF5|F8WBF5_HUMAN Dual-specificity protein kinase CLK1 OS=H	14	14	13	78217000	79300000	76720000	94886000	103520000	88382000	109260000	87059000	115030000	104330000	86213000	96688000			
P49761-1;P49761;H3BUL5;H3BVF8;H3BQG1;P49761-3;G5E959;H3BRW2;H3BRT8;H3BQR7;P49761-2;H3BV35;H3BRK0;H3BRE4;H3BNQ5	P49761-1;P49761;H3BUL5;H3BVF8;H3BQG1;P49761-3;G5E959	Dual specificity protein kinase CLK3	CLK3	>sp|P49761-1|CLK3_HUMAN Isoform 1 of Dual specificity protein kinase CLK3 OS=Homo sapiens GN=CLK3;>sp|P49761|CLK3_HUMAN Dual specificity protein kinase CLK3 OS=Homo sapiens GN=CLK3 PE=1 SV=3;>tr|H3BUL5|H3BUL5_HUMAN Dual-specificity protein kinase CLK3 (Fra	6	6	6	50567000	34477000	47892000	50708000	36238000	57104000	32283000	26185000	34865000	43911000	31254000	31919000			
P49770;H0YJJ8;G3V5E5	P49770;H0YJJ8;G3V5E5	Translation initiation factor eIF-2B subunit beta	EIF2B2	>sp|P49770|EI2BB_HUMAN Translation initiation factor eIF-2B subunit beta OS=Homo sapiens GN=EIF2B2 PE=1 SV=3;>tr|H0YJJ8|H0YJJ8_HUMAN Translation initiation factor eIF-2B subunit beta (Fragment) OS=Homo sapiens GN=EIF2B2 PE=1 SV=1;>tr|G3V5E5|G3V5E5_HUMAN Tr	4	4	4	0	0	0	0	0	0	8633500	5697700	9306200	7020200	7058800	8700700			
P49773;D6REP8;D6RE99;D6RD60;D6RC06	P49773;D6REP8;D6RE99;D6RD60;D6RC06	Histidine triad nucleotide-binding protein 1	HINT1	>sp|P49773|HINT1_HUMAN Histidine triad nucleotide-binding protein 1 OS=Homo sapiens GN=HINT1 PE=1 SV=2;>tr|D6REP8|D6REP8_HUMAN Histidine triad nucleotide-binding protein 1 OS=Homo sapiens GN=HINT1 PE=1 SV=1;>tr|D6RE99|D6RE99_HUMAN Histidine triad nucleotid	4	4	4	0	0	0	0	0	0	0	0	0	15019000	11859000	20012000			
P49790-2;P49790;P49790-3	P49790-2;P49790;P49790-3	Nuclear pore complex protein Nup153	NUP153	>sp|P49790-2|NU153_HUMAN Isoform 2 of Nuclear pore complex protein Nup153 OS=Homo sapiens GN=NUP153;>sp|P49790|NU153_HUMAN Nuclear pore complex protein Nup153 OS=Homo sapiens GN=NUP153 PE=1 SV=2;>sp|P49790-3|NU153_HUMAN Isoform 3 of Nuclear pore complex pr	4	4	4	0	0	0	0	0	0	0	0	0	0	0	3737200			
P49792;J3KQ37;Q99666;O14715;Q99666-2;F8W705;P0DJD0;J3QTV4;P0DJD1;F8VYC4;F8WBP7;H0YBN8;H7BZ48	P49792	E3 SUMO-protein ligase RanBP2;Putative peptidyl-prolyl cis-trans isomerase	RANBP2	>sp|P49792|RBP2_HUMAN E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2	21	21	15	65382000	62009000	49918000	47437000	61685000	50483000	55018000	50572000	40133000	45452000	38992000	39845000			
P49840;A8MT37;M0QYV0	P49840;A8MT37	Glycogen synthase kinase-3 alpha	GSK3A	>sp|P49840|GSK3A_HUMAN Glycogen synthase kinase-3 alpha OS=Homo sapiens GN=GSK3A PE=1 SV=2;>tr|A8MT37|A8MT37_HUMAN Glycogen synthase kinase-3 alpha OS=Homo sapiens GN=GSK3A PE=1 SV=2	6	3	3	0	0	0	0	0	0	0	7478800	7425400	0	0	0			
P49841;P49841-2	P49841;P49841-2	Glycogen synthase kinase-3 beta	GSK3B	>sp|P49841|GSK3B_HUMAN Glycogen synthase kinase-3 beta OS=Homo sapiens GN=GSK3B PE=1 SV=2;>sp|P49841-2|GSK3B_HUMAN Isoform 2 of Glycogen synthase kinase-3 beta OS=Homo sapiens GN=GSK3B	14	14	11	206230000	212760000	190420000	177580000	179580000	196980000	164910000	216060000	167510000	207180000	214020000	208950000			
P49902;P49902-2;Q5JUV4;Q5JUV3;Q5JUV6;REV__M0QX83;S4R3E7;S4R3A6;REV__H0YES7;REV__F5GWJ3	P49902;P49902-2;Q5JUV4	Cytosolic purine 5-nucleotidase	NT5C2	>sp|P49902|5NTC_HUMAN Cytosolic purine 5-nucleotidase OS=Homo sapiens GN=NT5C2 PE=1 SV=1;>sp|P49902-2|5NTC_HUMAN Isoform 2 of Cytosolic purine 5-nucleotidase OS=Homo sapiens GN=NT5C2;>tr|Q5JUV4|Q5JUV4_HUMAN Cytosolic purine 5-nucleotidase (Fragment) OS=	13	13	12	164550000	100580000	101570000	104440000	109760000	119710000	69637000	97551000	67542000	84103000	89203000	76259000			
P49915;P49915-2	P49915;P49915-2	GMP synthase [glutamine-hydrolyzing]	GMPS	>sp|P49915|GUAA_HUMAN GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens GN=GMPS PE=1 SV=1;>sp|P49915-2|GUAA_HUMAN Isoform 2 of GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens GN=GMPS	14	14	14	153500000	149340000	159610000	156480000	183550000	1.59E+08	131670000	119200000	132340000	127230000	146590000	132750000			
P50213;P50213-2;B7Z9J8;H0YL72;H0YMU3;H0YLI6;H0YKD0;H0YM46;H0YNF5;H0YM64	P50213;P50213-2;B7Z9J8;H0YL72;H0YMU3;H0YLI6	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"	IDH3A	">sp|P50213|IDH3A_HUMAN Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1;>sp|P50213-2|IDH3A_HUMAN Isoform 2 of Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens GN=IDH3A;>tr|B7Z9J8|B7Z9"	10	10	10	73576000	108730000	83128000	62333000	80912000	75319000	74583000	84626000	66093000	64002000	61527000	57105000			
P50238;K4DIB9;H3BRQ4	P50238	Cysteine-rich protein 1	CRIP1	>sp|P50238|CRIP1_HUMAN Cysteine-rich protein 1 OS=Homo sapiens GN=CRIP1 PE=1 SV=3	9	9	8	1847900000	1.67E+09	2024600000	2145900000	1707300000	1965500000	3497600000	2946200000	2756800000	2731700000	3740700000	2789100000			
P50402;Q5HY57	P50402;Q5HY57	Emerin	EMD	>sp|P50402|EMD_HUMAN Emerin OS=Homo sapiens GN=EMD PE=1 SV=1;>tr|Q5HY57|Q5HY57_HUMAN Emerin OS=Homo sapiens GN=EMD PE=1 SV=1	8	8	8	115670000	139090000	118270000	131270000	151660000	131540000	127550000	124400000	94372000	130550000	102870000	102660000			
P50416;P50416-2;H3BMD2;H3BP22;H3BUV7;H3BUJ0;K7N7A7;Q92523-4;Q92523-3;Q92523	P50416;P50416-2	"Carnitine O-palmitoyltransferase 1, liver isoform"	CPT1A	">sp|P50416|CPT1A_HUMAN Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens GN=CPT1A PE=1 SV=2;>sp|P50416-2|CPT1A_HUMAN Isoform 2 of Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens GN=CPT1A"	22	22	22	621780000	725510000	565940000	699410000	721890000	652960000	626500000	640960000	596480000	652670000	634480000	638850000			
P50454;E9PPV6;E9PR70;E9PKH2;E9PNX1;E9PK86;E9PMI5;E9PQ34;E9PJH8;E9PIG2;E9PRS3;H0YEP8	P50454;E9PPV6;E9PR70;E9PKH2	Serpin H1	SERPINH1	>sp|P50454|SERPH_HUMAN Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2;>tr|E9PPV6|E9PPV6_HUMAN Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=1;>tr|E9PR70|E9PR70_HUMAN Serpin H1 (Fragment) OS=Homo sapiens GN=SERPINH1 PE=1 SV=1;>tr|E9PKH2|E9PKH2_HUMAN Serpin	15	15	15	893540000	902920000	1.47E+09	1033300000	784840000	808950000	985640000	1035400000	1297800000	1052700000	1503400000	1205500000			
P50548-2;P50548	P50548-2;P50548	ETS domain-containing transcription factor ERF	ERF	>sp|P50548-2|ERF_HUMAN Isoform 2 of ETS domain-containing transcription factor ERF OS=Homo sapiens GN=ERF;>sp|P50548|ERF_HUMAN ETS domain-containing transcription factor ERF OS=Homo sapiens GN=ERF PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	4128700	0	0	0			
P50750;P50750-2;X6RE90;B4DNF9;K7EJ83;Q00535-2;H0YAZ9;Q00535;Q00534;E7EUK8;Q96Q40-2;Q96Q40-4;E5RGN0;Q96Q40-3;O94921-3;Q96Q40-5;Q96Q40;O94921-2;O94921;F5H6Z0;Q07002;Q07002-2;Q00536;Q00536-3;Q07002-3;Q00537-2;Q00537;Q00536-2	P50750;P50750-2	Cyclin-dependent kinase 9	CDK9	>sp|P50750|CDK9_HUMAN Cyclin-dependent kinase 9 OS=Homo sapiens GN=CDK9 PE=1 SV=3;>sp|P50750-2|CDK9_HUMAN Isoform 2 of Cyclin-dependent kinase 9 OS=Homo sapiens GN=CDK9	23	23	22	5496700000	4646600000	6268900000	6297700000	6178800000	5648500000	6426600000	5992100000	6528900000	7495500000	7493800000	7596400000			
P50914;E7EPB3	P50914;E7EPB3	60S ribosomal protein L14	RPL14	>sp|P50914|RL14_HUMAN 60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=1 SV=4;>tr|E7EPB3|E7EPB3_HUMAN 60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=1 SV=1	7	7	7	935160000	775600000	723840000	638510000	778280000	1084100000	537570000	741770000	534360000	574930000	546850000	699980000			
P50990;P50990-2;P50990-3;H7C4C8;H7C2U0	P50990;P50990-2;P50990-3	T-complex protein 1 subunit theta	CCT8	>sp|P50990|TCPQ_HUMAN T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4;>sp|P50990-2|TCPQ_HUMAN Isoform 2 of T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8;>sp|P50990-3|TCPQ_HUMAN Isoform 3 of T-complex protein 1 subunit theta 	45	45	45	1346800000	1375700000	1880300000	1563200000	1307500000	1443300000	1783600000	1763800000	1774600000	1632600000	1847900000	1954900000			
P50991;P50991-2;B7Z2F4	P50991;P50991-2;B7Z2F4	T-complex protein 1 subunit delta	CCT4	>sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4;>sp|P50991-2|TCPD_HUMAN Isoform 2 of T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4;>tr|B7Z2F4|B7Z2F4_HUMAN T-complex protein 1 subunit delta OS=Homo sapie	22	22	3	1218800000	1602900000	1570700000	1103200000	1359800000	1170300000	1396600000	1181100000	1374300000	1223700000	1375700000	1216500000			
P51114;P51114-2;B4DXZ6;E9PFF5;P51114-3;E7EU85;C9JAJ4;C9JZE0;C9JY20;H7C4S4;C9JYQ6;C9J5B4;C9IZ22	P51114;P51114-2;B4DXZ6;E9PFF5;P51114-3;E7EU85	Fragile X mental retardation syndrome-related protein 1	FXR1	>sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens GN=FXR1 PE=1 SV=3;>sp|P51114-2|FXR1_HUMAN Isoform 2 of Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens GN=FXR1;>tr|B4DXZ6|B4DXZ6_HUMAN Fra	15	15	13	147610000	98366000	113300000	158510000	129460000	159210000	175100000	116310000	96483000	134660000	108350000	139300000			
P51116;I3L1Z2	P51116	Fragile X mental retardation syndrome-related protein 2	FXR2	>sp|P51116|FXR2_HUMAN Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens GN=FXR2 PE=1 SV=2	13	11	11	49163000	64946000	55822000	70141000	88178000	61896000	55100000	102910000	68473000	86305000	93142000	62224000			
P51397;B4DQ75	P51397	Death-associated protein 1	DAP	>sp|P51397|DAP1_HUMAN Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3	3	3	3	0	0	0	0	0	0	0	0	0	0	88674000	0			
P51398-2;P51398-3;P51398;V9GZ03;V9GYJ9;V9GYL9;V9GZ61;V9GYC9;V9GYJ3;V9GY11;V9GYA7	P51398-2;P51398-3;P51398;V9GZ03;V9GYJ9;V9GYL9	"28S ribosomal protein S29, mitochondrial"	DAP3	">sp|P51398-2|RT29_HUMAN Isoform 2 of 28S ribosomal protein S29, mitochondrial OS=Homo sapiens GN=DAP3;>sp|P51398-3|RT29_HUMAN Isoform 3 of 28S ribosomal protein S29, mitochondrial OS=Homo sapiens GN=DAP3;>sp|P51398|RT29_HUMAN 28S ribosomal protein S29, mit"	3	3	3	0	0	0	10687000	12684000	17674000	12528000	10709000	10978000	12777000	11218000	9147700			
P51531-2;P51531;F6VDE0;F6XE55;F6XG14;B1ALF6;F6UH26;B1ALG1;B1ALG2	P51531-2;P51531	Probable global transcription activator SNF2L2	SMARCA2	>sp|P51531-2|SMCA2_HUMAN Isoform Short of Probable global transcription activator SNF2L2 OS=Homo sapiens GN=SMARCA2;>sp|P51531|SMCA2_HUMAN Probable global transcription activator SNF2L2 OS=Homo sapiens GN=SMARCA2 PE=1 SV=2	33	16	16	91341000	119300000	64294000	95762000	85012000	75131000	77031000	78766000	71247000	87572000	89134000	99655000			
P51532-5;P51532-2;P51532-3;P51532-4;P51532;Q9HBD4;K7EP28	P51532-5;P51532-2;P51532-3;P51532-4;P51532;Q9HBD4	Transcription activator BRG1	SMARCA4	>sp|P51532-5|SMCA4_HUMAN Isoform 5 of Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4;>sp|P51532-2|SMCA4_HUMAN Isoform 2 of Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4;>sp|P51532-3|SMCA4_HUMAN Isoform 3 of Transcription activator BRG1 O	36	36	19	396770000	336470000	393160000	375600000	392200000	421380000	448420000	411580000	427580000	413400000	458020000	408530000			
P51553;E9PF84;E7EQB8;P51553-2;H7C1W2;G5E9Q7	P51553;E9PF84;E7EQB8;P51553-2;H7C1W2;G5E9Q7	"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3G	">sp|P51553|IDH3G_HUMAN Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial OS=Homo sapiens GN=IDH3G PE=1 SV=1;>tr|E9PF84|E9PF84_HUMAN Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Fragment) OS=Homo sapiens GN=IDH3G PE=1 SV=1;>tr|E7EQ"	5	5	5	0	0	0	0	0	0	0	0	0	0	9653000	11107000			
P51570;P51570-2;K7ERJ9;K7ERN9;K7EII7	P51570;P51570-2	Galactokinase	GALK1	>sp|P51570|GALK1_HUMAN Galactokinase OS=Homo sapiens GN=GALK1 PE=1 SV=1;>sp|P51570-2|GALK1_HUMAN Isoform 2 of Galactokinase OS=Homo sapiens GN=GALK1	13	13	13	92382000	126360000	113250000	60485000	85186000	114530000	93796000	87787000	98919000	107450000	90443000	94491000			
P51571;A6NLM8	P51571;A6NLM8	Translocon-associated protein subunit delta	SSR4	>sp|P51571|SSRD_HUMAN Translocon-associated protein subunit delta OS=Homo sapiens GN=SSR4 PE=1 SV=1;>tr|A6NLM8|A6NLM8_HUMAN Translocon-associated protein subunit delta OS=Homo sapiens GN=SSR4 PE=1 SV=1	4	4	4	0	0	0	0	0	0	54391000	69413000	19329000	40952000	55628000	75182000			
P51572;P51572-2;C9JSP1;C9JQ75;C9J0M4;C9JMD7	P51572;P51572-2	B-cell receptor-associated protein 31	BCAP31	>sp|P51572|BAP31_HUMAN B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31 PE=1 SV=3;>sp|P51572-2|BAP31_HUMAN Isoform 2 of B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31	8	8	8	166600000	0	151180000	252660000	248090000	150160000	155240000	263780000	254500000	200700000	194820000	199310000			
P51608;P51608-2	P51608;P51608-2	Methyl-CpG-binding protein 2	MECP2	>sp|P51608|MECP2_HUMAN Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2 PE=1 SV=1;>sp|P51608-2|MECP2_HUMAN Isoform B of Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2	4	4	4	36426000	54953000	51730000	69672000	52605000	39200000	79930000	96244000	77392000	51956000	49476000	78406000			
P51692;K7EK35;P42229-2;Q8WWS9;P42229;K7EIF9;C9J4I3;C9JVV6;K7EM17	P51692;K7EK35;P42229-2;Q8WWS9;P42229	Signal transducer and activator of transcription 5B;Signal transducer and activator of transcription 5A	STAT5B;STAT5A	>sp|P51692|STA5B_HUMAN Signal transducer and activator of transcription 5B OS=Homo sapiens GN=STAT5B PE=1 SV=2;>tr|K7EK35|K7EK35_HUMAN Signal transducer and activator of transcription OS=Homo sapiens GN=STAT5A PE=1 SV=1;>sp|P42229-2|STA5A_HUMAN Isoform 2 o	6	6	6	24030000	28154000	23172000	25769000	31788000	35283000	22436000	18792000	18948000	26323000	22776000	20443000			
P51825-2;P51825-3;P51825;F5GXF9;E7ETI4;E7EMC5;H0Y9S4;D6RAU0	P51825-2;P51825-3;P51825;F5GXF9	AF4/FMR2 family member 1	AFF1	>sp|P51825-2|AFF1_HUMAN Isoform 2 of AF4/FMR2 family member 1 OS=Homo sapiens GN=AFF1;>sp|P51825-3|AFF1_HUMAN Isoform 3 of AF4/FMR2 family member 1 OS=Homo sapiens GN=AFF1;>sp|P51825|AFF1_HUMAN AF4/FMR2 family member 1 OS=Homo sapiens GN=AFF1 PE=1 SV=1;>tr	29	29	29	156440000	256370000	210750000	218850000	256220000	182210000	240240000	229070000	270940000	244260000	235070000	269340000			
P51970;F5H7V7	P51970;F5H7V7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	NDUFA8	>sp|P51970|NDUA8_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens GN=NDUFA8 PE=1 SV=3;>tr|F5H7V7|F5H7V7_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens GN=NDUFA8 PE=1 SV=1	5	5	5	19807000	14072000	24488000	0	0	0	11655000	11915000	16542000	17439000	16678000	15055000			
P51991-2;P51991;H7C1J8	P51991-2;P51991	Heterogeneous nuclear ribonucleoprotein A3	HNRNPA3	>sp|P51991-2|ROA3_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3;>sp|P51991|ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=1 SV=2	7	7	7	75196000	129090000	71280000	118660000	109800000	85839000	108620000	116730000	123250000	106840000	94361000	74983000			
P52272-2;P52272;M0R2I7;M0R019;M0R2T0;M0R0N3;M0QY96;M0QYQ7;M0R0Y6;M0QYL3	P52272-2;P52272	Heterogeneous nuclear ribonucleoprotein M	HNRNPM	>sp|P52272-2|HNRPM_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM;>sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3	26	26	13	212450000	243260000	225320000	260920000	237760000	311960000	288220000	244120000	222210000	239840000	278400000	251460000			
P52292;J3QLL0;J3KS65;J3QL07	P52292;J3QLL0;J3KS65	Importin subunit alpha-1	KPNA2	>sp|P52292|IMA1_HUMAN Importin subunit alpha-1 OS=Homo sapiens GN=KPNA2 PE=1 SV=1;>tr|J3QLL0|J3QLL0_HUMAN Importin subunit alpha-1 (Fragment) OS=Homo sapiens GN=KPNA2 PE=1 SV=1;>tr|J3KS65|J3KS65_HUMAN Importin subunit alpha-1 (Fragment) OS=Homo sapiens GN=	8	8	8	78045000	81504000	53421000	62645000	74649000	84020000	55684000	71335000	49163000	77155000	46089000	26551000			
P52294;C9JYI4;C9J352;C9JWD9;F2Z3G4;C9J4U1	P52294;C9JYI4;C9J352;C9JWD9;F2Z3G4;C9J4U1	Importin subunit alpha-5	KPNA1	>sp|P52294|IMA5_HUMAN Importin subunit alpha-5 OS=Homo sapiens GN=KPNA1 PE=1 SV=3;>tr|C9JYI4|C9JYI4_HUMAN Importin subunit alpha-5 (Fragment) OS=Homo sapiens GN=KPNA1 PE=1 SV=1;>tr|C9J352|C9J352_HUMAN Importin subunit alpha-5 (Fragment) OS=Homo sapiens GN=	9	6	6	67497000	90824000	50248000	45324000	56834000	60761000	45023000	54749000	47146000	59022000	41960000	40550000			
P52298-3;P52298;C9JQX9;B3KSB0;P52298-2	P52298-3;P52298;C9JQX9;B3KSB0;P52298-2	Nuclear cap-binding protein subunit 2	NCBP2	>sp|P52298-3|NCBP2_HUMAN Isoform 3 of Nuclear cap-binding protein subunit 2 OS=Homo sapiens GN=NCBP2;>sp|P52298|NCBP2_HUMAN Nuclear cap-binding protein subunit 2 OS=Homo sapiens GN=NCBP2 PE=1 SV=1;>tr|C9JQX9|C9JQX9_HUMAN Nuclear cap-binding protein subunit	2	2	2	9499000	10217000	8162400	0	10236000	8521600	17093000	14065000	12276000	11829000	12636000	15126000			
P52564;P52564-2;K7EIW3	P52564;P52564-2	Dual specificity mitogen-activated protein kinase kinase 6	MAP2K6	>sp|P52564|MP2K6_HUMAN Dual specificity mitogen-activated protein kinase kinase 6 OS=Homo sapiens GN=MAP2K6 PE=1 SV=1;>sp|P52564-2|MP2K6_HUMAN Isoform 2 of Dual specificity mitogen-activated protein kinase kinase 6 OS=Homo sapiens GN=MAP2K6	3	2	2	0	0	0	0	0	0	0	0	0	0	0	2953200			
P52594-2;P52594-3;P52594;P52594-4;C9J2I0;B8ZZY2	P52594-2;P52594-3;P52594;P52594-4;C9J2I0;B8ZZY2	Arf-GAP domain and FG repeat-containing protein 1	AGFG1	>sp|P52594-2|AGFG1_HUMAN Isoform 2 of Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens GN=AGFG1;>sp|P52594-3|AGFG1_HUMAN Isoform 3 of Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens GN=AGFG1;>sp|P52594|AGFG1_HUMAN Arf-GAP	3	3	3	59823000	61616000	47832000	40921000	66430000	47616000	27236000	36819000	28411000	35075000	35836000	29286000			
P52597	P52597	"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed"	HNRNPF	>sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3	9	7	7	322080000	384020000	191920000	225140000	321840000	184530000	200240000	266570000	148290000	331030000	205060000	235780000			
P52655;P52655-2;J3KNC0	P52655;P52655-2	Transcription initiation factor IIA subunit 1;Transcription initiation factor IIA alpha chain;Transcription initiation factor IIA beta chain	GTF2A1	>sp|P52655|TF2AA_HUMAN Transcription initiation factor IIA subunit 1 OS=Homo sapiens GN=GTF2A1 PE=1 SV=1;>sp|P52655-2|TF2AA_HUMAN Isoform 37 kDa of Transcription initiation factor IIA subunit 1 OS=Homo sapiens GN=GTF2A1	7	7	7	179820000	266300000	183100000	205640000	236970000	2.18E+08	228560000	199690000	200820000	189110000	186610000	209800000			
P52657;H0YK39;A8MYR4	P52657;H0YK39	Transcription initiation factor IIA subunit 2	GTF2A2	>sp|P52657|T2AG_HUMAN Transcription initiation factor IIA subunit 2 OS=Homo sapiens GN=GTF2A2 PE=1 SV=1;>tr|H0YK39|H0YK39_HUMAN Transcription initiation factor IIA subunit 2 (Fragment) OS=Homo sapiens GN=GTF2A2 PE=4 SV=1	3	3	3	124560000	153370000	118970000	149550000	170730000	132680000	163990000	192660000	212260000	142010000	133240000	137820000			
P52701;P52701-2;P52701-3;P52701-4;F8WAX8;C9JH55;F8W7G9;C9J8Y8;C9J7Y7	P52701;P52701-2;P52701-3;P52701-4	DNA mismatch repair protein Msh6	MSH6	>sp|P52701|MSH6_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2;>sp|P52701-2|MSH6_HUMAN Isoform GTBP-alt of DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6;>sp|P52701-3|MSH6_HUMAN Isoform 3 of DNA mismatch repair protein M	18	18	18	172300000	199020000	137560000	129110000	163800000	163910000	133460000	133730000	1.06E+08	161440000	105410000	153130000			
